window_frequency
0.513
0.492
0.502
0.493
0.482
0.503
0.492
0.503
0.53
0.492
0.515
0.496
0.51
0.497
0.507
0.497
0.496
0.485
0.479
0.472
0.506
0.517
0.5
0.5
0.511
0.502
0.513
0.495
0.51
0.493
0.514
0.494
0.526
0.491
0.497
0.499
0.487
0.499
0.485
0.496
0.507
0.488
0.515
0.501
0.503
0.503
0.513
0.507
0.493
0.506
0.484
0.522
0.506
0.498
0.509
0.52
0.522
0.471
0.499
0.506
0.483
0.507
0.478
0.498
0.507
0.506
0.527
0.515
0.491
0.498
0.514
0.482
0.509
0.505
0.497
0.504
0.48
0.488
0.493
0.493
0.507
0.489
0.491
0.508
0.495
0.498
0.483
0.482
0.497
0.492
0.536
0.479
0.507
0.493
0.473
0.484
0.509
0.516
0.513
0.493
0.49
0.485
0.487
0.536
0.517
0.49
0.489
0.526
0.523
0.53
0.475
0.508
0.483
0.506
0.484
0.485
0.52
0.521
0.504
0.507
0.473
0.496
0.527
0.511
0.475
0.532
0.537
0.523
0.524
0.517
0.498
0.485
0.473
0.514
0.457
0.482
0.519
0.496
0.515
0.524
0.478
0.481
0.492
0.464
0.506
0.504
0.501
0.487
0.491
0.483
0.51
0.508
0.516
0.5
0.481
0.509
0.484
0.496
0.508
0.512
0.518
0.473
0.471
0.5
0.495
0.5
0.478
0.516
0.48
0.502
0.515
0.512
0.502
0.524
0.497
0.52
0.538
0.521
0.501
0.509
0.519
0.506
0.521
0.505
0.482
0.507
0.516
0.531
0.51
0.501
0.523
0.494
0.527
0.488
0.525
0.502
0.504
0.514
0.492
0.491
0.509
0.529
0.477
0.5
0.522
0.481
0.496
0.494
0.537
0.512
0.513
0.476
0.5
0.502
0.471
0.504
0.515
0.475
0.498
0.5
0.505
0.51
0.471
0.493
0.494
0.484
0.522
0.493
0.472
0.49
0.484
0.503
0.489
0.518
0.512
0.497
0.474
0.481
0.493
0.494
0.484
0.48
0.469
0.491
0.49
0.492
0.476
0.516
0.522
0.489
0.47
0.511
0.502
0.495
0.511
0.521
0.527
0.48
0.506
0.478
0.487
0.485
0.505
0.517
0.516
0.498
0.499
0.517
0.493
0.54
0.511
0.495
0.498
0.508
0.503
0.491
0.503
0.504
0.479
0.488
0.501
0.481
0.478
0.489
0.494
0.512
0.496
0.48
0.49
0.474
0.492
0.522
0.491
0.511
0.502
0.473
0.493
0.472
0.479
0.505
0.501
0.514
0.499
0.517
0.518
0.485
0.495
0.494
0.475
0.499
0.488
0.489
0.534
0.519
0.47
0.482
0.501
0.491
0.514
0.503
0.485
0.537
0.51
0.525
0.495
0.484
0.485
0.507
0.481
0.512
0.521
0.479
0.513
0.499
0.491
0.496
0.54
0.493
0.463
0.503
0.498
0.507
0.461
0.504
0.522
0.521
0.49
0.488
0.499
0.511
0.481
0.506
0.472
0.507
0.533
0.509
0.528
0.516
0.513
0.508
0.494
0.509
0.492
0.504
0.513
0.49
0.486
0.483
0.501
0.487
0.514
0.545
0.516
0.542
0.51
0.474
0.493
0.487
0.486
0.492
0.481
0.507
0.521
0.486
0.484
0.531
0.476
0.471
0.497
0.485
0.489
0.489
0.537
0.527
0.493
0.48
0.495
0.488
0.508
0.469
0.512
0.511
0.507
0.511
0.512
0.473
0.502
0.509
0.472
0.496
0.504
0.5
0.491
0.489
0.537
0.505
0.496
0.484
0.488
0.51
0.493
0.505
0.496
0.491
0.495
0.482
0.507
0.502
0.493
0.482
0.512
0.508
0.481
0.492
0.495
0.497
0.502
0.533
0.503
0.499
0.503
0.485
0.523
0.505
0.497
0.489
0.506
0.486
